gene_id	gene_name
ENSG00000198382	UVRAG
ENSG00000198393	ZNF26
ENSG00000198399	ITSN2
ENSG00000198406	BZW1P2
ENSG00000198408	OGA
ENSG00000198416	ZNF658B
ENSG00000198420	TCAF1
ENSG00000198429	ZNF69
ENSG00000198431	TXNRD1
ENSG00000198435	NRARP
ENSG00000198440	ZNF583
ENSG00000198453	ZNF568
ENSG00000198455	ZXDB
ENSG00000198464	ZNF480
ENSG00000198466	ZNF587
ENSG00000198467	TPM2
ENSG00000198468	FLVCR1-DT
ENSG00000198482	ZNF808
ENSG00000198492	YTHDF2
ENSG00000198496	NBR2
ENSG00000198498	TMA16
ENSG00000198517	MAFK
ENSG00000198521	ZNF43
ENSG00000198522	GPN1
ENSG00000198538	ZNF28
ENSG00000198546	ZNF511
ENSG00000198551	ZNF627
ENSG00000198554	WDHD1
ENSG00000198556	ZNF789
ENSG00000198561	CTNND1
ENSG00000198563	DDX39B
ENSG00000198585	NUDT16
ENSG00000198586	TLK1
ENSG00000198589	LRBA
ENSG00000198590	C3orf35
ENSG00000198598	MMP17
ENSG00000198604	BAZ1A
ENSG00000198612	COPS8
ENSG00000198618	PPIAP22
ENSG00000198624	CCDC69
ENSG00000198625	MDM4
ENSG00000198626	RYR2
ENSG00000198642	KLHL9
ENSG00000198646	NCOA6
ENSG00000198648	STK39
ENSG00000198663	C6orf89
ENSG00000198668	CALM1
ENSG00000198677	TTC37
ENSG00000198680	TUSC1
ENSG00000198681	MAGEA1
ENSG00000198682	PAPSS2
ENSG00000198689	SLC9A6
ENSG00000198690	FAN1
ENSG00000198695	MT-ND6
ENSG00000198700	IPO9
ENSG00000198707	CEP290
ENSG00000198712	MT-CO2
ENSG00000198715	GLMP
ENSG00000198718	TOGARAM1
ENSG00000198719	DLL1
ENSG00000198720	ANKRD13B
ENSG00000198721	ECI2
ENSG00000198722	UNC13B
ENSG00000198727	MT-CYB
ENSG00000198728	LDB1
ENSG00000198730	CTR9
ENSG00000198736	MSRB1
ENSG00000198740	ZNF652
ENSG00000198742	SMURF1
ENSG00000198743	SLC5A3
ENSG00000198744	MTCO3P12
ENSG00000198746	GPATCH3
ENSG00000198752	CDC42BPB
ENSG00000198753	PLXNB3
ENSG00000198755	RPL10A
ENSG00000198763	MT-ND2
ENSG00000198780	FAM169A
ENSG00000198783	ZNF830
ENSG00000198786	MT-ND5
ENSG00000198791	CNOT7
ENSG00000198792	TMEM184B
ENSG00000198793	MTOR
ENSG00000198794	SCAMP5
ENSG00000198799	LRIG2
ENSG00000198804	MT-CO1
ENSG00000198805	PNP
ENSG00000198807	PAX9
ENSG00000198814	GK
ENSG00000198815	FOXJ3
ENSG00000198816	ZNF358
ENSG00000198818	SFT2D1
ENSG00000198824	CHAMP1
ENSG00000198825	INPP5F
ENSG00000198826	ARHGAP11A
ENSG00000198830	HMGN2
ENSG00000198832	SELENOM
ENSG00000198833	UBE2J1
ENSG00000198836	OPA1
ENSG00000198837	DENND4B
ENSG00000198839	ZNF277
ENSG00000198840	MT-ND3
ENSG00000198841	KTI12
ENSG00000198843	SELENOT
ENSG00000198853	RUSC2
ENSG00000198855	FICD
ENSG00000198856	OSTC
ENSG00000198858	R3HDM4
ENSG00000198860	TSEN15
ENSG00000198862	LTN1
ENSG00000198863	RUNDC1
ENSG00000198870	STKLD1
ENSG00000198874	TYW1
ENSG00000198876	DCAF12
ENSG00000198879	SFMBT2
ENSG00000198886	MT-ND4
ENSG00000198887	SMC5
ENSG00000198888	MT-ND1
ENSG00000198890	PRMT6
ENSG00000198892	SHISA4
ENSG00000198894	CIPC
ENSG00000198898	CAPZA2
ENSG00000198899	MT-ATP6
ENSG00000198900	TOP1
ENSG00000198901	PRC1
ENSG00000198909	MAP3K3
ENSG00000198910	L1CAM
ENSG00000198911	SREBF2
ENSG00000198912	C1orf174
ENSG00000198915	RASGEF1A
ENSG00000198918	RPL39
ENSG00000198919	DZIP3
ENSG00000198920	KIAA0753
ENSG00000198924	DCLRE1A
ENSG00000198925	ATG9A
ENSG00000198929	NOS1AP
ENSG00000198931	APRT
ENSG00000198933	TBKBP1
ENSG00000198934	MAGEE1
ENSG00000198937	CCDC167
ENSG00000198938	MT-CO3
ENSG00000198944	SOWAHA
ENSG00000198945	L3MBTL3
ENSG00000198947	DMD
ENSG00000198948	MFAP3L
ENSG00000198951	NAGA
ENSG00000198952	SMG5
ENSG00000198954	KIFBP
ENSG00000198960	ARMCX6
ENSG00000198961	PJA2
ENSG00000198964	SGMS1
ENSG00000199568	RNU5A-1
ENSG00000200087	SNORA73B
ENSG00000200156	RNU5B-1
ENSG00000200312	RN7SKP255
ENSG00000200488	RN7SKP203
ENSG00000200494	Y_RNA
ENSG00000200795	RNU4-1
ENSG00000200959	SNORA74A
ENSG00000200972	RNU5A-8P
ENSG00000201098	RNY1
ENSG00000201428	RN7SKP71
ENSG00000201998	SNORA23
ENSG00000202058	RN7SKP80
ENSG00000202354	RNY3
ENSG00000202538	RNU4-2
ENSG00000203326	ZNF525
ENSG00000203485	INF2
ENSG00000203499	IQANK1
ENSG00000203635	AC144450.1
ENSG00000203644	AC083799.1
ENSG00000203666	EFCAB2
ENSG00000203667	COX20
ENSG00000203668	CHML
ENSG00000203705	TATDN3
ENSG00000203709	MIR29B2CHG
ENSG00000203724	C1orf53
ENSG00000203760	CENPW
ENSG00000203761	MSTO2P
ENSG00000203778	FAM229B
ENSG00000203791	EEF1AKMT2
ENSG00000203804	ADAMTSL4-AS1
ENSG00000203811	H3C14
ENSG00000203812	H2AC18
ENSG00000203814	H2BC18
ENSG00000203852	H3C15
ENSG00000203865	ATP1A1-AS1
ENSG00000203867	RBM20
ENSG00000203875	SNHG5
ENSG00000203879	GDI1
ENSG00000203880	PCMTD2
ENSG00000203896	LIME1
ENSG00000203930	LINC00632
ENSG00000203950	RTL8A
ENSG00000203952	CCDC160
ENSG00000203965	EFCAB7
ENSG00000203993	ARRDC1-AS1
ENSG00000203995	ZYG11A
ENSG00000204052	LRRC73
ENSG00000204054	LINC00963
ENSG00000204070	SYS1
ENSG00000204072	ARMCX7P
ENSG00000204084	INPP5B
ENSG00000204103	MAFB
ENSG00000204104	TRAF3IP1
ENSG00000204116	CHIC1
ENSG00000204120	GIGYF2
ENSG00000204128	C2orf72
ENSG00000204130	RUFY2
ENSG00000204138	PHACTR4
ENSG00000204147	ASAH2B
ENSG00000204152	TIMM23B
ENSG00000204160	ZDHHC18
ENSG00000204172	AGAP9
ENSG00000204176	SYT15
ENSG00000204177	BMS1P1
ENSG00000204178	MACO1
ENSG00000204186	ZDBF2
ENSG00000204209	DAXX
ENSG00000204217	BMPR2
ENSG00000204219	TCEA3
ENSG00000204220	PFDN6
ENSG00000204227	RING1
ENSG00000204228	HSD17B8
ENSG00000204231	RXRB
ENSG00000204237	OXLD1
ENSG00000204241	LINC02731
ENSG00000204253	HNRNPCP2
ENSG00000204256	BRD2
ENSG00000204257	HLA-DMA
ENSG00000204262	COL5A2
ENSG00000204264	PSMB8
ENSG00000204267	TAP2
ENSG00000204271	SPIN3
ENSG00000204272	NBDY
ENSG00000204304	PBX2
ENSG00000204308	RNF5
ENSG00000204310	AGPAT1
ENSG00000204315	FKBPL
ENSG00000204316	MRPL38
ENSG00000204323	SMIM5
ENSG00000204344	STK19
ENSG00000204348	DXO
ENSG00000204351	SKIV2L
ENSG00000204356	NELFE
ENSG00000204366	ZBTB12
ENSG00000204370	SDHD
ENSG00000204371	EHMT2
ENSG00000204386	NEU1
ENSG00000204387	SNHG32
ENSG00000204388	HSPA1B
ENSG00000204389	HSPA1A
ENSG00000204392	LSM2
ENSG00000204394	VARS1
ENSG00000204406	MBD5
ENSG00000204410	MSH5
ENSG00000204427	ABHD16A
ENSG00000204435	CSNK2B
ENSG00000204438	GPANK1
ENSG00000204439	C6orf47
ENSG00000204442	FAM155A
ENSG00000204444	APOM
ENSG00000204463	BAG6
ENSG00000204469	PRRC2A
ENSG00000204498	NFKBIL1
ENSG00000204514	ZNF814
ENSG00000204516	MICB
ENSG00000204519	ZNF551
ENSG00000204520	MICA
ENSG00000204524	ZNF805
ENSG00000204525	HLA-C
ENSG00000204536	CCHCR1
ENSG00000204560	DHX16
ENSG00000204564	C6orf136
ENSG00000204568	MRPS18B
ENSG00000204569	PPP1R10
ENSG00000204574	ABCF1
ENSG00000204576	PRR3
ENSG00000204580	DDR1
ENSG00000204590	GNL1
ENSG00000204592	HLA-E
ENSG00000204599	TRIM39
ENSG00000204604	ZNF468
ENSG00000204611	ZNF616
ENSG00000204618	RNF39
ENSG00000204619	PPP1R11
ENSG00000204623	ZNRD1ASP
ENSG00000204628	RACK1
ENSG00000204634	TBC1D8
ENSG00000204642	HLA-F
ENSG00000204650	LINC02210
ENSG00000204652	RPS26P8
ENSG00000204673	AKT1S1
ENSG00000204681	GABBR1
ENSG00000204682	MIR1915HG
ENSG00000204685	STARD7-AS1
ENSG00000204713	TRIM27
ENSG00000204745	AC083899.1
ENSG00000204764	RANBP17
ENSG00000204778	CBWD4P
ENSG00000204789	ZNF204P
ENSG00000204792	LINC01291
ENSG00000204832	ST8SIA6-AS1
ENSG00000204839	MROH6
ENSG00000204842	ATXN2
ENSG00000204843	DCTN1
ENSG00000204852	TCTN1
ENSG00000204856	FAM216A
ENSG00000204859	ZBTB48
ENSG00000204860	FAM201A
ENSG00000204899	MZT1
ENSG00000204920	ZNF155
ENSG00000204922	UQCC3
ENSG00000204934	ATP6V0E2-AS1
ENSG00000204946	ZNF783
ENSG00000204947	ZNF425
ENSG00000204954	C12orf73
ENSG00000204956	PCDHGA1
ENSG00000204959	ARHGEF34P
ENSG00000204961	PCDHA9
ENSG00000204965	PCDHA5
ENSG00000204967	PCDHA4
ENSG00000204969	PCDHA2
ENSG00000204977	TRIM13
ENSG00000204991	SPIRE2
ENSG00000205002	AARD
ENSG00000205060	SLC35B4
ENSG00000205084	TMEM231
ENSG00000205133	TRIQK
ENSG00000205138	SDHAF1
ENSG00000205155	PSENEN
ENSG00000205189	ZBTB10
ENSG00000205208	C4orf46
ENSG00000205213	LGR4
ENSG00000205220	PSMB10
ENSG00000205250	E2F4
ENSG00000205268	PDE7A
ENSG00000205269	TMEM170B
ENSG00000205302	SNX2
ENSG00000205323	SARNP
ENSG00000205336	ADGRG1
ENSG00000205339	IPO7
ENSG00000205352	PRR13
ENSG00000205356	TECPR1
ENSG00000205413	SAMD9
ENSG00000205423	CNEP1R1
ENSG00000205464	ATP6AP1L
ENSG00000205476	CCDC85C
ENSG00000205485	AC004980.1
ENSG00000205517	RGL3
ENSG00000205531	NAP1L4
ENSG00000205534	SMG1P2
ENSG00000205542	TMSB4X
ENSG00000205544	TMEM256
ENSG00000205559	CHKB-DT
ENSG00000205571	SMN2
ENSG00000205572	SERF1B
ENSG00000205578	POM121B
ENSG00000205581	HMGN1
ENSG00000205583	STAG3L1
ENSG00000205593	DENND6B
ENSG00000205609	EIF3CL
ENSG00000205628	LINC01446
ENSG00000205629	LCMT1
ENSG00000205643	CDPF1
ENSG00000205659	LIN52
ENSG00000205670	SMIM11A
ENSG00000205707	ETFRF1
ENSG00000205726	ITSN1
ENSG00000205730	ITPRIPL2
ENSG00000205740	AL359878.1
ENSG00000205744	DENND1C
ENSG00000205746	AC126755.1
ENSG00000205758	CRYZL1
ENSG00000205763	RP9P
ENSG00000205765	C5orf51
ENSG00000205771	CATSPER2P1
ENSG00000205777	GAGE1
ENSG00000205795	CYS1
ENSG00000205808	PLPP6
ENSG00000205838	TTC23L
ENSG00000205903	ZNF316
ENSG00000205913	SRRM2-AS1
ENSG00000205918	PDPK2P
ENSG00000205930	C21orf62-AS1
ENSG00000205937	RNPS1
ENSG00000205978	NYNRIN
ENSG00000205981	DNAJC19
ENSG00000206053	JPT2
ENSG00000206149	HERC2P9
ENSG00000206190	ATP10A
ENSG00000206195	DUXAP8
ENSG00000206337	HCP5
ENSG00000206341	HLA-H
ENSG00000206418	RAB12
ENSG00000206503	HLA-A
ENSG00000206527	HACD2
ENSG00000206530	CFAP44
ENSG00000206560	ANKRD28
ENSG00000206562	METTL6
ENSG00000206567	AC022007.1
ENSG00000206573	THUMPD3-AS1
ENSG00000206634	SNORA22
ENSG00000207008	SNORA54
ENSG00000207088	SNORA7B
ENSG00000207142	Y_RNA
ENSG00000207445	SNORD15B
ENSG00000208772	SNORD94
ENSG00000208892	SNORA49
ENSG00000210082	MT-RNR2
ENSG00000211445	GPX3
ENSG00000211450	SELENOH
ENSG00000211451	GNRHR2
ENSG00000211455	STK38L
ENSG00000211456	SACM1L
ENSG00000211459	MT-RNR1
ENSG00000211460	TSN
ENSG00000211584	SLC48A1
ENSG00000212232	SNORD17
ENSG00000212402	SNORA74B
ENSG00000212443	SNORA53
ENSG00000212464	SNORA12
ENSG00000212664	AC064799.1
ENSG00000212694	LINC01089
ENSG00000212747	RTL8B
ENSG00000212802	RPL15P3
ENSG00000212907	MT-ND4L
ENSG00000212916	MAP10
ENSG00000212978	AC016747.1
ENSG00000212994	RPS26P6
ENSG00000213015	ZNF580
ENSG00000213020	ZNF611
ENSG00000213024	NUP62
ENSG00000213047	DENND1B
ENSG00000213058	AL365357.1
ENSG00000213062	Z99572.1
ENSG00000213064	SFT2D2
ENSG00000213066	CEP43
ENSG00000213073	AL353625.1
ENSG00000213079	SCAF8
ENSG00000213085	CFAP45
ENSG00000213096	ZNF254
ENSG00000213123	TCTEX1D2
ENSG00000213139	CRYGS
ENSG00000213145	CRIP1
ENSG00000213160	KLHL23
ENSG00000213178	RPL22P1
ENSG00000213186	TRIM59
ENSG00000213189	BTF3L4P2
ENSG00000213190	MLLT11
ENSG00000213214	ARHGEF35
ENSG00000213246	SUPT4H1
ENSG00000213281	NRAS
ENSG00000213300	HNRNPA3P6
ENSG00000213326	RPS7P11
ENSG00000213337	ANKRD39
ENSG00000213339	QTRT1
ENSG00000213341	CHUK
ENSG00000213347	MXD3
ENSG00000213366	GSTM2
ENSG00000213380	COG8
ENSG00000213390	ARHGAP19
ENSG00000213398	LCAT
ENSG00000213442	RPL18AP3
ENSG00000213445	SIPA1
ENSG00000213462	ERV3-1
ENSG00000213463	SYNJ2BP
ENSG00000213465	ARL2
ENSG00000213468	FIRRE
ENSG00000213516	RBMXL1
ENSG00000213523	SRA1
ENSG00000213533	STIMATE
ENSG00000213551	DNAJC9
ENSG00000213553	RPLP0P6
ENSG00000213563	C8orf82
ENSG00000213585	VDAC1
ENSG00000213588	ZBTB9
ENSG00000213593	TMX2
ENSG00000213614	HEXA
ENSG00000213619	NDUFS3
ENSG00000213621	RPSAP54
ENSG00000213625	LEPROT
ENSG00000213638	ADAT3
ENSG00000213639	PPP1CB
ENSG00000213672	NCKIPSD
ENSG00000213676	ATF6B
ENSG00000213693	SEC14L1P1
ENSG00000213694	S1PR3
ENSG00000213699	SLC35F6
ENSG00000213707	HMGB1P10
ENSG00000213713	PIGCP1
ENSG00000213719	CLIC1
ENSG00000213722	DDAH2
ENSG00000213741	RPS29
ENSG00000213742	ZNF337-AS1
ENSG00000213753	CENPBD1P1
ENSG00000213762	ZNF134
ENSG00000213780	GTF2H4
ENSG00000213793	ZNF888
ENSG00000213799	ZNF845
ENSG00000213801	ZNF321P
ENSG00000213839	TMX2P1
ENSG00000213853	EMP2
ENSG00000213859	KCTD11
ENSG00000213860	RPL21P75
ENSG00000213888	LINC01521
ENSG00000213903	LTB4R
ENSG00000213906	LTB4R2
ENSG00000213918	DNASE1
ENSG00000213923	CSNK1E
ENSG00000213930	GALT
ENSG00000213965	NUDT19
ENSG00000213967	ZNF726
ENSG00000213973	ZNF99
ENSG00000213977	TAX1BP3
ENSG00000213983	AP1G2
ENSG00000213988	ZNF90
ENSG00000213995	NAXD
ENSG00000214013	GANC
ENSG00000214021	TTLL3
ENSG00000214022	REPIN1
ENSG00000214026	MRPL23
ENSG00000214029	ZNF891
ENSG00000214046	SMIM7
ENSG00000214050	FBXO16
ENSG00000214063	TSPAN4
ENSG00000214078	CPNE1
ENSG00000214087	ARL16
ENSG00000214106	PAXIP1-AS2
ENSG00000214113	LYRM4
ENSG00000214114	MYCBP
ENSG00000214135	AC132008.2
ENSG00000214160	ALG3
ENSG00000214174	AMZ2P1
ENSG00000214176	PLEKHM1P1
ENSG00000214189	ZNF788P
ENSG00000214194	SMIM30
ENSG00000214198	TTC41P
ENSG00000214223	HNRNPA1P10
ENSG00000214226	C17orf67
ENSG00000214253	FIS1
ENSG00000214273	AGGF1P1
ENSG00000214279	SCART1
ENSG00000214293	APTR
ENSG00000214313	AZGP1P1
ENSG00000214331	AC009053.1
ENSG00000214357	NEURL1B
ENSG00000214367	HAUS3
ENSG00000214389	RPS3AP26
ENSG00000214391	TUBAP2
ENSG00000214401	KANSL1-AS1
ENSG00000214413	BBIP1
ENSG00000214425	LRRC37A4P
ENSG00000214439	FAM185BP
ENSG00000214485	RPL7P1
ENSG00000214510	SPINK13
ENSG00000214517	PPME1
ENSG00000214530	STARD10
ENSG00000214544	GTF2IRD2P1
ENSG00000214562	NUTM2D
ENSG00000214595	EML6
ENSG00000214652	ZNF727
ENSG00000214654	B3GNT10
ENSG00000214655	ZSWIM8
ENSG00000214706	IFRD2
ENSG00000214708	AC116407.1
ENSG00000214717	ZBED1
ENSG00000214719	AC005562.1
ENSG00000214753	HNRNPUL2
ENSG00000214756	CSKMT
ENSG00000214765	SEPTIN7P2
ENSG00000214784	RPS3AP21
ENSG00000214796	TUBAP5
ENSG00000214870	AC004540.1
ENSG00000214900	LINC01588
ENSG00000214941	ZSWIM7
ENSG00000214944	ARHGEF28
ENSG00000214960	CRPPA
ENSG00000214967	NPIPA7
ENSG00000214975	PPIAP29
ENSG00000215012	RTL10
ENSG00000215021	PHB2
ENSG00000215030	RPL13P12
ENSG00000215039	CD27-AS1
ENSG00000215041	NEURL4
ENSG00000215067	ALOX12-AS1
ENSG00000215068	AC025171.2
ENSG00000215105	TTC3P1
ENSG00000215114	UBXN2B
ENSG00000215126	CBWD6
ENSG00000215146	BX322639.1
ENSG00000215154	AC141586.1
ENSG00000215156	AC138409.1
ENSG00000215158	AC138409.2
ENSG00000215190	LINC00680
ENSG00000215193	PEX26
ENSG00000215251	FASTKD5
ENSG00000215252	GOLGA8B
ENSG00000215256	DHRS4-AS1
ENSG00000215271	HOMEZ
ENSG00000215301	DDX3X
ENSG00000215302	AC127502.1
ENSG00000215305	VPS16
ENSG00000215375	MYL5
ENSG00000215386	MIR99AHG
ENSG00000215417	MIR17HG
ENSG00000215421	ZNF407
ENSG00000215424	MCM3AP-AS1
ENSG00000215440	NPEPL1
ENSG00000215492	HNRNPA1P7
ENSG00000215712	TMEM242
ENSG00000215717	TMEM167B
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000215784	FAM72D
ENSG00000215790	SLC35E2A
ENSG00000215808	LINC01139
ENSG00000215817	ZC3H11B
ENSG00000215845	TSTD1
ENSG00000215859	PDZK1P1
ENSG00000215861	AC245297.1
ENSG00000215883	CYB5RL
ENSG00000215908	CROCCP2
ENSG00000216285	AC078819.1
ENSG00000216775	AL109918.1
ENSG00000216866	RPS2P55
ENSG00000216895	AC009403.1
ENSG00000216937	CCDC7
ENSG00000217128	FNIP1
ENSG00000217165	ANKRD18EP
ENSG00000217275	AL031777.1
ENSG00000217555	CKLF
ENSG00000217716	RPS10P3
ENSG00000218226	TATDN2P2
ENSG00000218283	MORF4L1P1
ENSG00000218336	TENM3
ENSG00000218416	AC110619.1
ENSG00000218418	AL591135.1
ENSG00000218426	AL590867.2
ENSG00000218510	LINC00339
ENSG00000218739	CEBPZOS
ENSG00000218891	ZNF579
ENSG00000219200	RNASEK
ENSG00000219481	NBPF1
ENSG00000219545	UMAD1
ENSG00000219626	FAM228B
ENSG00000219665	ZNF433-AS1
ENSG00000220205	VAMP2
ENSG00000220323	H2BC19P
ENSG00000220793	RPL21P119
ENSG00000220804	LINC01881
ENSG00000220842	RPL21P16
ENSG00000221491	SNORA2C
ENSG00000221817	PPP3CB-AS1
ENSG00000221821	C6orf226
ENSG00000221823	PPP3R1
ENSG00000221829	FANCG
ENSG00000221838	AP4M1
ENSG00000221843	C2orf16
ENSG00000221869	CEBPD
ENSG00000221886	ZBED8
ENSG00000221890	NPTXR
ENSG00000221909	FAM200A
ENSG00000221914	PPP2R2A
ENSG00000221926	TRIM16
ENSG00000221930	DENND10P1
ENSG00000221944	TIGD1
ENSG00000221949	LINC01465
ENSG00000221955	SLC12A8
ENSG00000221963	APOL6
ENSG00000221968	FADS3
ENSG00000221978	CCNL2
ENSG00000221983	UBA52
ENSG00000221988	PPT2
ENSG00000221990	EXOC3-AS1
ENSG00000221994	ZNF630
ENSG00000222011	FAM185A
ENSG00000222014	RAB6C
ENSG00000222041	CYTOR
ENSG00000222489	SNORA79B
ENSG00000223345	H2BP1
ENSG00000223459	TCAF1P1
ENSG00000223478	AL441992.1
ENSG00000223482	NUTM2A-AS1
ENSG00000223496	EXOSC6
ENSG00000223501	VPS52
ENSG00000223509	AC135983.3
ENSG00000223546	LINC00630
ENSG00000223547	ZNF844
ENSG00000223572	CKMT1A
ENSG00000223573	TINCR
ENSG00000223705	NSUN5P1
ENSG00000223745	CCDC18-AS1
ENSG00000223764	LINC02593
ENSG00000223768	LINC00205
ENSG00000223773	CD99P1
ENSG00000223797	ENTPD3-AS1
ENSG00000223808	AC044784.1
ENSG00000223891	OSER1-DT
ENSG00000223959	AFG3L1P
ENSG00000223960	CHROMR
ENSG00000224032	EPB41L4A-AS1
ENSG00000224051	CPTP
ENSG00000224078	SNHG14
ENSG00000224086	PPM1F-AS1
ENSG00000224094	RPS24P8
ENSG00000224114	AL591846.1
ENSG00000224152	AC009506.1
ENSG00000224165	DNAJC27-AS1
ENSG00000224271	AL117329.1
ENSG00000224358	TMCO1-AS1
ENSG00000224424	PRKAR2A-AS1
ENSG00000224470	ATXN1L
ENSG00000224511	LINC00365
ENSG00000224531	SMIM13
ENSG00000224546	EIF4BP3
ENSG00000224578	HNRNPA1P48
ENSG00000224597	SVIL-AS1
ENSG00000224614	TNK2-AS1
ENSG00000224616	RTCA-AS1
ENSG00000224652	LINC00885
ENSG00000224659	GAGE12J
ENSG00000224660	SH3BP5-AS1
ENSG00000224689	ZNF812P
ENSG00000224699	LAMTOR5-AS1
ENSG00000224831	TMEM183B
ENSG00000224848	AL589843.1
ENSG00000224858	RPL29P11
ENSG00000224861	YBX1P1
ENSG00000224870	MRPL20-AS1
ENSG00000224877	NDUFAF8
ENSG00000224888	AC138028.2
ENSG00000224893	LINC02840
ENSG00000224914	LINC00863
ENSG00000224934	AL391684.1
ENSG00000225031	EIF4BP7
ENSG00000225067	RPL23AP2
ENSG00000225138	SLC9A3-AS1
ENSG00000225151	GOLGA2P7
ENSG00000225178	RPSAP58
ENSG00000225190	PLEKHM1
ENSG00000225210	DUXAP9
ENSG00000225361	PPP1R26-AS1
ENSG00000225362	CT62
ENSG00000225377	NRSN2-AS1
ENSG00000225431	LINC01671
ENSG00000225470	JPX
ENSG00000225484	NUTM2B-AS1
ENSG00000225526	MKRN2OS
ENSG00000225614	ZNF469
ENSG00000225630	MTND2P28
ENSG00000225648	SBDSP1
ENSG00000225663	MCRIP1
ENSG00000225684	FAM225B
ENSG00000225697	SLC26A6
ENSG00000225733	FGD5-AS1
ENSG00000225791	TRAM2-AS1
ENSG00000225806	AL121917.1
ENSG00000225830	ERCC6
ENSG00000225855	RUSC1-AS1
ENSG00000225921	NOL7
ENSG00000225932	CTAGE4
ENSG00000225953	SATB2-AS1
ENSG00000225972	MTND1P23
ENSG00000225973	PIGBOS1
ENSG00000225975	LINC01534
ENSG00000226084	AC113935.1
ENSG00000226085	UQCRFS1P1
ENSG00000226121	AHCTF1P1
ENSG00000226124	FTCDNL1
ENSG00000226137	BAIAP2-DT
ENSG00000226200	SGMS1-AS1
ENSG00000226210	WASH8P
ENSG00000226221	RPL26P19
ENSG00000226259	GTF2H2B
ENSG00000226287	TMEM191A
ENSG00000226328	NUP50-DT
ENSG00000226332	AL354836.1
ENSG00000226383	LINC01876
ENSG00000226479	TMEM185B
ENSG00000226648	PLCG1-AS1
ENSG00000226686	LINC01535
ENSG00000226688	ENTPD1-AS1
ENSG00000226742	HSBP1L1
ENSG00000226752	CUTALP
ENSG00000226784	PGAM4
ENSG00000226833	AC092164.1
ENSG00000226887	ERVMER34-1
ENSG00000226950	DANCR
ENSG00000226976	COX6A1P2
ENSG00000227008	AL009174.1
ENSG00000227014	FKBP14-AS1
ENSG00000227036	LINC00511
ENSG00000227051	C14orf132
ENSG00000227057	WDR46
ENSG00000227081	AC005912.1
ENSG00000227124	ZNF717
ENSG00000227170	AF178030.1
ENSG00000227210	AC079145.1
ENSG00000227232	WASH7P
ENSG00000227268	KLLN
ENSG00000227345	PARG
ENSG00000227354	RBM26-AS1
ENSG00000227372	TP73-AS1
ENSG00000227375	DLG1-AS1
ENSG00000227403	LINC01806
ENSG00000227486	AL050309.1
ENSG00000227500	SCAMP4
ENSG00000227540	DNAJC9-AS1
ENSG00000227543	SPAG5-AS1
ENSG00000227671	AL390728.4
ENSG00000227674	LINC00355
ENSG00000227827	AC138969.2
ENSG00000227885	AL590652.1
ENSG00000227896	AL731569.1
ENSG00000228061	AC131571.1
ENSG00000228109	MELTF-AS1
ENSG00000228192	AL512353.1
ENSG00000228253	MT-ATP8
ENSG00000228274	AL021707.2
ENSG00000228300	FAM174C
ENSG00000228315	GUSBP11
ENSG00000228327	AL669831.1
ENSG00000228393	LINC01004
ENSG00000228395	AL356481.1
ENSG00000228409	CCT6P1
ENSG00000228412	LNC-LBCS
ENSG00000228474	OST4
ENSG00000228486	C2orf92
ENSG00000228492	RAB11FIP1P1
ENSG00000228502	EEF1A1P11
ENSG00000228506	AL513550.1
ENSG00000228526	MIR34AHG
ENSG00000228532	AC005000.1
ENSG00000228544	CCDC183-AS1
ENSG00000228589	SPCS2P4
ENSG00000228613	AC141930.1
ENSG00000228623	ZNF883
ENSG00000228630	HOTAIR
ENSG00000228672	PROB1
ENSG00000228696	ARL17B
ENSG00000228716	DHFR
ENSG00000228782	MRPL45P2
ENSG00000228794	LINC01128
ENSG00000228801	AC064807.1
ENSG00000228824	MIR4500HG
ENSG00000228878	SEPTIN7-DT
ENSG00000228889	UBAC2-AS1
ENSG00000228956	SATB1-AS1
ENSG00000228960	OR2A9P
ENSG00000229043	AC091729.3
ENSG00000229109	AL137847.1
ENSG00000229117	RPL41
ENSG00000229119	AC026403.1
ENSG00000229152	ANKRD10-IT1
ENSG00000229180	AC006001.3
ENSG00000229212	AC044860.1
ENSG00000229267	SNHG31
ENSG00000229320	KRT8P12
ENSG00000229344	MTCO2P12
ENSG00000229404	LINC00858
ENSG00000229419	RALGAPA1P1
ENSG00000229422	AL512625.2
ENSG00000229618	AC011287.1
ENSG00000229619	MBNL1-AS1
ENSG00000229638	RPL4P4
ENSG00000229644	NAMPTP1
ENSG00000229676	ZNF492
ENSG00000229689	AC009237.3
ENSG00000229809	ZNF688
ENSG00000229833	PET100
ENSG00000229931	ATXN1-AS1
ENSG00000229939	AL589880.1
ENSG00000229944	EIF4EP2
ENSG00000229950	TFAP2A-AS1
ENSG00000229980	TOB1-AS1
ENSG00000229989	MIR181A1HG
ENSG00000230061	TRPM2-AS
ENSG00000230074	AL162231.2
ENSG00000230084	AC006059.1
ENSG00000230091	TMEM254-AS1
ENSG00000230102	LINC02028
ENSG00000230124	ACBD6
ENSG00000230148	HOXB-AS1
ENSG00000230202	AL450405.1
ENSG00000230267	HERC2P4
ENSG00000230359	TPI1P2
ENSG00000230383	AC009245.1
ENSG00000230409	TCEA1P2
ENSG00000230426	LINC01036
ENSG00000230453	ANKRD18B
ENSG00000230454	U73166.1
